,OriginalTweet,Sentiment,text_clean,text_len,token_lens
3318,"Everyone panicking and buying up the grocery store is the reason the virus is spreading, all you clowns deserve corona #Covid_19 #coronavirus",Negative,everyone panicking and buying up the grocery store is the reason the virus is spreading all you clowns deserve corona covid19 coronavirus,22,29
3319,"My supermarket looks more like a supermarket in a country the US is currently sanctioning.

#supermarkets #marketcrash #marketcrash2020 #covid_19 #toiletpaper #ToiletPaperApocalypse #toiletpapercrisis",Positive,my supermarket looks more like a supermarket in a country the us is currently sanctioning supermarkets marketcrash marketcrash2020 covid19 toiletpaper toiletpaperapocalypse toiletpapercrisis,22,44
3320,"Real time grocery store report:

Soap: plenty

Toilet Paper: none 

#Covid_19",Neutral,real time grocery store report soap plenty toilet paper none covid19,11,15
3321,"coronavirus be like the end of the world? Especially at the grocery store omy?
#TwitterOfTime #COVID2019 #KeepSafeEveryone #pleaselike",Positive,coronavirus be like the end of the world especially at the grocery store omy twitteroftime covid2019 keepsafeeveryone pleaselike,18,32
3322,"@sidhakuro @bhoowan Well Rice is new, and worrying. Here in the US it is so far limited to Tissue papers and hand sanitizers only. Hope it wont come to Food panic. #coronavirus #Covid_19",Extremely Positive,well rice is new and worrying here in the us it is so far limited to tissue papers and hand sanitizers only hope it wont come to food panic coronavirus covid19,31,39
3323,"Americans: I need to go to the store to stock up on food and supplies because of Coronavirus.

Also Americans: I'm going to stand in line for hours in a crowded warehouse to buy aforementioned food and supplies.

#coronavirus 
#coronapocalypse 
#panicbuying",Neutral,americans i need to go to the store to stock up on food and supplies because of coronavirus also americans im going to stand in line for hours in a crowded warehouse to buy aforementioned food and supplies coronavirus coronapocalypse panicbuying,41,51
3324,"When youre stockpiling food &amp; other supplies, buy extra for your local food bank. Many families dont have the luxury to spend beyond their weekly budget. @DailyBreadTO  #coronavirus",Neutral,when youre stockpiling food amp other supplies buy extra for your local food bank many families dont have the luxury to spend beyond their weekly budget coronavirus,27,34
3325,"@LuciferThought @_andreiaaaa My partner takes immunosuppressive medication, so shes in a high-risk pool of people. I did stock up on food, mostly to make her feel less nervous about the chaos Trump has created over Covid 19.",Extremely Negative,my partner takes immunosuppressive medication so shes in a highrisk pool of people i did stock up on food mostly to make her feel less nervous about the chaos trump has created over covid 19,35,45
3326,My grocery store rn.... #coronapocalypse #coronavirus #Covid_19 https://t.co/kgnvjwe1lN,Neutral,my grocery store rn coronapocalypse coronavirus covid19,7,16
3327,After work I went to buy food for dinner &amp; this is the scene I encountered...these pics were taken at my local Fortinos in #BurlON a mere hours after the Ontario government announced extended school closures due to COVID-19. This mass hysteria &amp; panic buying is sick. #Covid_19 https://t.co/45VsrIvH90,Extremely Negative,after work i went to buy food for dinner amp this is the scene i encounteredthese pics were taken at my local fortinos in burlon a mere hours after the ontario government announced extended school closures due to covid19 this mass hysteria amp panic buying is sick covid19,48,62
3328,"Before the coronavirus is too severe where you live, do these things:
- Stock up on food
- Get your annual health exam
- Get your taxes done
- Keep your gas tank on full
- Buy a few pocket sanitizers

Be a safe citizen. Try to stay home if you have a cold or flu. #Covid_19",Negative,before the coronavirus is too severe where you live do these things stock up on food get your annual health exam get your taxes done keep your gas tank on full buy a few pocket sanitizers be a safe citizen try to stay home if you have a cold or flu covid19,52,59
3329,To all the people clearing out the shelves in the supermarket I hope you can truly afford all that stuff you are buying ??. Be sensible and make sure your bank account can survive after #Covid_19 is over!,Extremely Positive,to all the people clearing out the shelves in the supermarket i hope you can truly afford all that stuff you are buying be sensible and make sure your bank account can survive after covid19 is over,37,41
3330,"@NileshShah68 I have summarized the most important points from the paper in this thread:
https://t.co/dTZg4vg8VM",Positive,i have summarized the most important points from the paper in this thread,13,15
3331,#ThankfulThursday In addition to all the #healthworkers getting us through #Covid_19 - I want to make a special shout out to the #retailheros working through chaos and keeping the peace as Canadians flock to the grocery store and pharmacy. I am so grateful for you today! https://t.co/NmQbIsAZx4,Extremely Positive,thankfulthursday in addition to all the healthworkers getting us through covid19 i want to make a special shout out to the retailheros working through chaos and keeping the peace as canadians flock to the grocery store and pharmacy i am so grateful for you today,45,56
3332,@TheLastLeg #isitok that all this stock piling is causing the food industry great burden. As orders sky rocket!! They are struggling to cope with the demand on the ever decreasing workforce due to #Covid_19 #foodwaste,Negative,isitok that all this stock piling is causing the food industry great burden as orders sky rocket they are struggling to cope with the demand on the ever decreasing workforce due to covid19 foodwaste,34,43
3333,"DONT BUY THINGS IN BULK

The stores won't run out of food and you can still make trips to the grocery store when needed. You are just hurting everyone by doing it.

These are precautions to control the virus early. We are still at an early stage in IRE. Do not panic.

#Covid_19",Positive,dont buy things in bulk the stores wont run out of food and you can still make trips to the grocery store when needed you are just hurting everyone by doing it these are precautions to control the virus early we are still at an early stage in ire do not panic covid19,53,60
